locus_tag	ftype	length_bp	gene	EC_number	COG	product
HKLGDHBK_00375	CDS	954	gpr	1.1.1.-	COG0667	L-glyceraldehyde 3-phosphate reductase
HKLGDHBK_00376	CDS	1380		3.4.24.-	COG0750	Putative zinc metalloprotease
HKLGDHBK_00377	CDS	1155	dxr	1.1.1.267		1-deoxy-D-xylulose 5-phosphate reductoisomerase
HKLGDHBK_00378	CDS	519	rimM			Ribosome maturation factor RimM
HKLGDHBK_00379	CDS	1311	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
HKLGDHBK_00380	CDS	597				hypothetical protein
HKLGDHBK_00381	CDS	690	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
HKLGDHBK_00382	CDS	876				hypothetical protein
HKLGDHBK_00383	CDS	573	gmk	2.7.4.8	COG0194	Guanylate kinase
HKLGDHBK_00384	CDS	2391	nadD	2.7.7.18		nicotinate-nucleotide adenylyltransferase
HKLGDHBK_00385	CDS	1056				hypothetical protein
HKLGDHBK_00386	CDS	1044				hypothetical protein
HKLGDHBK_00387	CDS	933		2.4.2.45	COG0382	Decaprenyl-phosphate phosphoribosyltransferase
HKLGDHBK_00388	CDS	603				hypothetical protein
HKLGDHBK_00389	CDS	393				hypothetical protein
HKLGDHBK_00390	CDS	1440				hypothetical protein
HKLGDHBK_00391	CDS	1236				hypothetical protein
HKLGDHBK_00392	CDS	1020				hypothetical protein
HKLGDHBK_00393	CDS	951				hypothetical protein
HKLGDHBK_00394	CDS	1440	tuaB		COG2244	Teichuronic acid biosynthesis protein TuaB
HKLGDHBK_00395	CDS	804				hypothetical protein
HKLGDHBK_00396	CDS	2067	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
HKLGDHBK_00397	CDS	3018				hypothetical protein
HKLGDHBK_00398	CDS	1098				hypothetical protein
HKLGDHBK_00399	CDS	954				hypothetical protein
HKLGDHBK_00400	CDS	273	hupB		COG0776	DNA-binding protein HU-beta
HKLGDHBK_00401	CDS	891				hypothetical protein
HKLGDHBK_00402	CDS	2622				hypothetical protein
HKLGDHBK_00403	CDS	786				hypothetical protein
HKLGDHBK_00404	CDS	1035				hypothetical protein
HKLGDHBK_00405	CDS	1341				hypothetical protein
HKLGDHBK_00406	CDS	978	aes	3.1.1.-		Acetyl esterase
HKLGDHBK_00407	CDS	753	ygfF	1.-.-.-		putative oxidoreductase YgfF
HKLGDHBK_00408	CDS	1473	nanT			Putative sialic acid transporter
HKLGDHBK_00409	CDS	345				hypothetical protein
HKLGDHBK_00410	CDS	2151		4.2.2.26		Exo-oligoalginate lyase
HKLGDHBK_00411	CDS	2106				hypothetical protein
HKLGDHBK_00412	CDS	1680				hypothetical protein
HKLGDHBK_00413	CDS	1530				SusD-like protein
HKLGDHBK_00414	CDS	3123	susC_4			TonB-dependent receptor SusC
HKLGDHBK_00415	CDS	729	fadR			Fatty acid metabolism regulator protein
HKLGDHBK_00416	CDS	810	idnO	1.1.1.69		5-keto-D-gluconate 5-reductase
HKLGDHBK_00417	CDS	843	kduI_1	5.3.1.17	COG3717	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase
HKLGDHBK_00418	tRNA	72				tRNA-Gln(ttg)
HKLGDHBK_00419	CDS	1602	xylA_1			Xylosidase/arabinosidase
HKLGDHBK_00420	CDS	1308	tyrS	6.1.1.1		Tyrosine--tRNA ligase
HKLGDHBK_00421	CDS	405	rnpA	3.1.26.5		Ribonuclease P protein component
HKLGDHBK_00422	CDS	729				hypothetical protein
HKLGDHBK_00423	CDS	732				hypothetical protein
HKLGDHBK_00424	CDS	1257	metK	2.5.1.6		S-adenosylmethionine synthase
HKLGDHBK_00425	CDS	912	xerD_1			Tyrosine recombinase XerD
HKLGDHBK_00426	CDS	420	aroQ	4.2.1.10	COG0757	3-dehydroquinate dehydratase
HKLGDHBK_00427	CDS	672				hypothetical protein
HKLGDHBK_00428	CDS	336	rbfA			Ribosome-binding factor A
HKLGDHBK_00429	CDS	1227	lolE_1		COG4591	Lipoprotein-releasing system transmembrane protein LolE
HKLGDHBK_00430	CDS	381	cat1	2.8.3.-	COG0427	Succinyl-CoA:coenzyme A transferase
HKLGDHBK_00431	CDS	405	mutT2	3.6.1.55	COG0494	Putative 8-oxo-dGTP diphosphatase 2
HKLGDHBK_00432	CDS	849				hypothetical protein
HKLGDHBK_00433	CDS	519				hypothetical protein
HKLGDHBK_00434	CDS	1455	pyk	2.7.1.40	COG0469	Pyruvate kinase
HKLGDHBK_00435	CDS	90				hypothetical protein
HKLGDHBK_00436	CDS	348				hypothetical protein
HKLGDHBK_00437	CDS	441	rpiB	5.3.1.6	COG0698	Ribose-5-phosphate isomerase B
HKLGDHBK_00438	CDS	2013	tkt	2.2.1.1		Transketolase
HKLGDHBK_00439	CDS	1542	abf2	3.2.1.55	COG3534	Intracellular exo-alpha-L-arabinofuranosidase 2
HKLGDHBK_00440	CDS	1011				hypothetical protein
HKLGDHBK_00441	CDS	1167	galK	2.7.1.6	COG0153	Galactokinase
HKLGDHBK_00442	CDS	1299	fucP_1		COG0738	L-fucose-proton symporter
HKLGDHBK_00443	CDS	1086	mro_2	5.1.3.3	COG2017	Aldose 1-epimerase
HKLGDHBK_00444	CDS	1242	fpgS	6.3.2.17		Folylpolyglutamate synthase
HKLGDHBK_00445	CDS	1062				hypothetical protein
HKLGDHBK_00446	CDS	2382	rsbW_1	2.7.11.1		Serine-protein kinase RsbW
HKLGDHBK_00447	CDS	303	btrV_1		COG1366	Putative anti-sigma factor antagonist BtrV
HKLGDHBK_00448	CDS	1086				hypothetical protein
HKLGDHBK_00449	CDS	636	cmk_1	2.7.4.25		Cytidylate kinase
HKLGDHBK_00450	CDS	603				hypothetical protein
HKLGDHBK_00451	CDS	333				hypothetical protein
HKLGDHBK_00452	CDS	1173	dnaJ_1		COG0484	Chaperone protein DnaJ
HKLGDHBK_00453	CDS	651	grpE		COG0576	Protein GrpE
HKLGDHBK_00454	CDS	1614	ybiT		COG0488	putative ABC transporter ATP-binding protein YbiT
HKLGDHBK_00455	CDS	1029				hypothetical protein
HKLGDHBK_00456	CDS	894	rluD_1	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
HKLGDHBK_00457	CDS	153				hypothetical protein
HKLGDHBK_00458	CDS	630				hypothetical protein
HKLGDHBK_00459	CDS	894	menA	2.5.1.74	COG1575	1,4-dihydroxy-2-naphthoate octaprenyltransferase
HKLGDHBK_00460	CDS	2349				hypothetical protein
HKLGDHBK_00461	CDS	237				hypothetical protein
HKLGDHBK_00462	CDS	1065				hypothetical protein
HKLGDHBK_00463	CDS	2076	uvrB		COG0556	UvrABC system protein B
HKLGDHBK_00464	CDS	822	bamD			Outer membrane protein assembly factor BamD
HKLGDHBK_00465	CDS	336				hypothetical protein
HKLGDHBK_00466	CDS	444				hypothetical protein
HKLGDHBK_00467	CDS	660				hypothetical protein
HKLGDHBK_00468	CDS	594	queH	1.17.99.6	COG1636	Epoxyqueuosine reductase QueH
HKLGDHBK_00469	CDS	210				hypothetical protein
HKLGDHBK_00470	CDS	816	glmU	2.3.1.157		Bifunctional protein GlmU
HKLGDHBK_00471	CDS	1611	guaA	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
HKLGDHBK_00472	CDS	549				hypothetical protein
HKLGDHBK_00473	CDS	1344				hypothetical protein
HKLGDHBK_00474	CDS	462				hypothetical protein
HKLGDHBK_00475	CDS	522				hypothetical protein
HKLGDHBK_00476	CDS	2439	egtB_1	1.14.99.-		Hercynine oxygenase
HKLGDHBK_00477	CDS	933				hypothetical protein
HKLGDHBK_00478	CDS	1623	mggB	3.1.3.-	COG0737	Mannosylglucosyl-3-phosphoglycerate phosphatase
HKLGDHBK_00479	CDS	936				hypothetical protein
HKLGDHBK_00480	CDS	2139				hypothetical protein
HKLGDHBK_00481	CDS	948	cysK1	2.5.1.47	COG0031	O-acetylserine sulfhydrylase
HKLGDHBK_00482	CDS	1293	mgl_1	4.4.1.11	COG0626	L-methionine gamma-lyase
HKLGDHBK_00483	CDS	471	lrp		COG1522	Leucine-responsive regulatory protein
HKLGDHBK_00484	CDS	1704	dauA		COG0659	C4-dicarboxylic acid transporter DauA
HKLGDHBK_00485	CDS	378	mscL		COG1970	Large-conductance mechanosensitive channel
HKLGDHBK_00486	CDS	132				hypothetical protein
HKLGDHBK_00487	CDS	1026	gap	1.2.1.12		Glyceraldehyde-3-phosphate dehydrogenase
HKLGDHBK_00488	CDS	663				hypothetical protein
HKLGDHBK_00489	CDS	627				hypothetical protein
HKLGDHBK_00490	CDS	1212				hypothetical protein
HKLGDHBK_00491	CDS	468				hypothetical protein
HKLGDHBK_00492	CDS	999	miaA_1	2.5.1.75	COG0324	tRNA dimethylallyltransferase
HKLGDHBK_00493	CDS	945	yegS_1	2.7.1.-		lipid kinase YegS
HKLGDHBK_00494	CDS	1947				hypothetical protein
HKLGDHBK_00495	CDS	1269		2.4.1.11	COG0438	Glycogen synthase
HKLGDHBK_00496	CDS	1359				hypothetical protein
HKLGDHBK_00497	CDS	618	tsaC	2.7.7.87		Threonylcarbamoyl-AMP synthase
HKLGDHBK_00498	CDS	1782	clcB			Voltage-gated ClC-type chloride channel ClcB
HKLGDHBK_00499	CDS	930	fmt	2.1.2.9		Methionyl-tRNA formyltransferase
HKLGDHBK_00500	CDS	222				hypothetical protein
HKLGDHBK_00501	CDS	1029				hypothetical protein
HKLGDHBK_00502	CDS	2715	valS	6.1.1.9		Valine--tRNA ligase
HKLGDHBK_00503	CDS	201				hypothetical protein
HKLGDHBK_00504	CDS	252				hypothetical protein
HKLGDHBK_00505	CDS	429				hypothetical protein
HKLGDHBK_00506	CDS	369				hypothetical protein
HKLGDHBK_00507	CDS	1614				hypothetical protein
HKLGDHBK_00508	CDS	1980	gyrB_1	5.99.1.3	COG0187	Type 2 topoisomerase subunit B
HKLGDHBK_00509	CDS	1152				hypothetical protein
HKLGDHBK_00510	CDS	1149				hypothetical protein
HKLGDHBK_00511	CDS	1287				hypothetical protein
HKLGDHBK_00512	CDS	525				hypothetical protein
HKLGDHBK_00513	CDS	453	bcp	1.11.1.15	COG1225	Putative peroxiredoxin bcp
HKLGDHBK_00514	CDS	621				hypothetical protein
HKLGDHBK_00515	CDS	582	xpt	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
HKLGDHBK_00516	CDS	432				hypothetical protein
HKLGDHBK_00517	CDS	759				hypothetical protein
HKLGDHBK_00518	CDS	1983	frdA	1.3.5.4		Fumarate reductase flavoprotein subunit
HKLGDHBK_00519	CDS	726				hypothetical protein
HKLGDHBK_00520	CDS	120				hypothetical protein
HKLGDHBK_00521	CDS	1095				hypothetical protein
HKLGDHBK_00522	tRNA	75				tRNA-Ala(ggc)
HKLGDHBK_00523	CDS	1905	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
HKLGDHBK_00524	CDS	528	apt	2.4.2.7		Adenine phosphoribosyltransferase
HKLGDHBK_00525	CDS	1839	uvrC		COG0322	UvrABC system protein C
HKLGDHBK_00526	CDS	453	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
HKLGDHBK_00527	CDS	948	deoC	4.1.2.4		Deoxyribose-phosphate aldolase
HKLGDHBK_00528	CDS	978	ispB	2.5.1.90	COG0142	Octaprenyl diphosphate synthase
HKLGDHBK_00529	CDS	2763	polA	2.7.7.7	COG0258	DNA polymerase I
HKLGDHBK_00530	CDS	504				hypothetical protein
HKLGDHBK_00531	CDS	108				hypothetical protein
HKLGDHBK_00532	CDS	1101	ychF		COG0012	Ribosome-binding ATPase YchF
HKLGDHBK_00533	CDS	354				hypothetical protein
HKLGDHBK_00534	CDS	879	lgt_1	2.4.99.-	COG0682	Prolipoprotein diacylglyceryl transferase
HKLGDHBK_00535	CDS	2658	mutS		COG0249	DNA mismatch repair protein MutS
HKLGDHBK_00536	CDS	2751				hypothetical protein
HKLGDHBK_00537	CDS	2016				hypothetical protein
HKLGDHBK_00538	CDS	225				hypothetical protein
HKLGDHBK_00539	CDS	906				hypothetical protein
HKLGDHBK_00540	CDS	342				hypothetical protein
HKLGDHBK_00541	CDS	258				hypothetical protein
HKLGDHBK_00542	CDS	2889	leuS	6.1.1.4	COG0495	Leucine--tRNA ligase
HKLGDHBK_00543	CDS	966				hypothetical protein
HKLGDHBK_00544	CDS	603		3.6.1.66		dITP/XTP pyrophosphatase
HKLGDHBK_00545	CDS	2112				hypothetical protein
HKLGDHBK_00546	CDS	186				hypothetical protein
HKLGDHBK_00547	CDS	1044				hypothetical protein
HKLGDHBK_00548	CDS	951	ykoT	2.4.-.-		putative glycosyltransferase YkoT
HKLGDHBK_00549	CDS	2529	arnC_2	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
HKLGDHBK_00550	CDS	519				hypothetical protein
HKLGDHBK_00551	CDS	111				hypothetical protein
HKLGDHBK_00552	CDS	1008	nadA	2.5.1.72	COG0379	Quinolinate synthase A
HKLGDHBK_00553	CDS	216				hypothetical protein
HKLGDHBK_00554	CDS	159			COG1773	Rubredoxin
HKLGDHBK_00555	CDS	1011				hypothetical protein
HKLGDHBK_00556	CDS	606				hypothetical protein
HKLGDHBK_00557	CDS	237	acpP_2		COG0236	Acyl carrier protein
HKLGDHBK_00558	CDS	1263	fabF	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
HKLGDHBK_00559	CDS	768	rnc	3.1.26.3		Ribonuclease 3
HKLGDHBK_00560	CDS	1536				hypothetical protein
HKLGDHBK_00561	CDS	1986				hypothetical protein
HKLGDHBK_00562	CDS	819				hypothetical protein
HKLGDHBK_00563	CDS	921	ribD		COG0117	Riboflavin biosynthesis protein RibD
HKLGDHBK_00564	CDS	459	rnhA	3.1.26.4	COG3341	Ribonuclease H
HKLGDHBK_00565	CDS	1983	btuB_1			Vitamin B12 transporter BtuB
HKLGDHBK_00566	CDS	1830	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
HKLGDHBK_00567	CDS	228				hypothetical protein
HKLGDHBK_00568	CDS	528				hypothetical protein
HKLGDHBK_00569	CDS	642				hypothetical protein
HKLGDHBK_00570	CDS	426				hypothetical protein
HKLGDHBK_00571	CDS	774				hypothetical protein
HKLGDHBK_00572	CDS	2025				hypothetical protein
HKLGDHBK_00573	CDS	234				hypothetical protein
HKLGDHBK_00574	CDS	156				hypothetical protein
HKLGDHBK_00575	CDS	4818				hypothetical protein
HKLGDHBK_00576	CDS	4725				hypothetical protein
HKLGDHBK_00577	CDS	702				hypothetical protein
HKLGDHBK_00578	CDS	828	pdxK	2.7.1.35	COG2240	Pyridoxine/pyridoxal/pyridoxamine kinase
HKLGDHBK_00579	CDS	1272				hypothetical protein
HKLGDHBK_00580	CDS	420	csdE		COG2166	Sulfur acceptor protein CsdE
HKLGDHBK_00581	CDS	522		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
HKLGDHBK_00582	CDS	444				hypothetical protein
HKLGDHBK_00583	CDS	657				hypothetical protein
HKLGDHBK_00584	CDS	1497	rpoN		COG1508	RNA polymerase sigma-54 factor
HKLGDHBK_00585	CDS	609				hypothetical protein
HKLGDHBK_00586	CDS	516	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
HKLGDHBK_00587	CDS	1374	ispG	1.17.7.3		4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (ferredoxin)
HKLGDHBK_00588	CDS	369				hypothetical protein
HKLGDHBK_00589	CDS	408				hypothetical protein
HKLGDHBK_00590	CDS	897	prmC	2.1.1.297		Release factor glutamine methyltransferase
HKLGDHBK_00591	CDS	468	recX			Regulatory protein RecX
HKLGDHBK_00592	CDS	711				hypothetical protein
HKLGDHBK_00593	CDS	1077				hypothetical protein
HKLGDHBK_00594	CDS	1860	btuB_2			Vitamin B12 transporter BtuB
HKLGDHBK_00595	CDS	96				hypothetical protein
HKLGDHBK_00596	CDS	1548	comM		COG0606	Competence protein ComM
HKLGDHBK_00597	tRNA	85				tRNA-Leu(taa)
HKLGDHBK_00598	CDS	552				hypothetical protein
HKLGDHBK_00599	CDS	1350	argH	4.3.2.1	COG0165	Argininosuccinate lyase
HKLGDHBK_00600	CDS	429				hypothetical protein
HKLGDHBK_00601	CDS	639	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
HKLGDHBK_00602	CDS	570				hypothetical protein
HKLGDHBK_00603	CDS	342				hypothetical protein
HKLGDHBK_00604	CDS	300				hypothetical protein
HKLGDHBK_00605	CDS	93				hypothetical protein
HKLGDHBK_00606	CDS	564				hypothetical protein
HKLGDHBK_00607	CDS	2793				hypothetical protein
HKLGDHBK_00608	CDS	1848				hypothetical protein
HKLGDHBK_00609	CDS	831	racE	5.1.1.3	COG0796	Glutamate racemase 1
HKLGDHBK_00610	CDS	543				hypothetical protein
HKLGDHBK_00611	CDS	495				hypothetical protein
HKLGDHBK_00612	CDS	510				hypothetical protein
HKLGDHBK_00613	CDS	2628	bamA_1		COG4775	Outer membrane protein assembly factor BamA
HKLGDHBK_00614	CDS	729	uppS	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
HKLGDHBK_00615	CDS	747				hypothetical protein
HKLGDHBK_00616	CDS	1332				hypothetical protein
HKLGDHBK_00617	CDS	1614	pckA	4.1.1.49		Phosphoenolpyruvate carboxykinase (ATP)
HKLGDHBK_00618	CDS	657	upp	2.4.2.9	COG0035	Uracil phosphoribosyltransferase
HKLGDHBK_00619	CDS	2919				hypothetical protein
HKLGDHBK_00620	CDS	240				hypothetical protein
HKLGDHBK_00621	CDS	1086	ywaD	3.4.11.6	COG2234	Aminopeptidase YwaD
HKLGDHBK_00622	CDS	1758				hypothetical protein
HKLGDHBK_00623	CDS	465	asnC		COG1522	Regulatory protein AsnC
HKLGDHBK_00624	CDS	909				hypothetical protein
HKLGDHBK_00625	CDS	930				hypothetical protein
HKLGDHBK_00626	CDS	606	fklB	5.2.1.8	COG0545	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase
HKLGDHBK_00627	CDS	876	pfkB_1	2.7.1.11	COG0524	ATP-dependent 6-phosphofructokinase
HKLGDHBK_00628	CDS	1194				hypothetical protein
HKLGDHBK_00629	CDS	1683				hypothetical protein
HKLGDHBK_00630	CDS	2304				hypothetical protein
HKLGDHBK_00631	CDS	771				hypothetical protein
HKLGDHBK_00632	CDS	249				hypothetical protein
HKLGDHBK_00633	CDS	1968				hypothetical protein
HKLGDHBK_00634	CDS	300				hypothetical protein
HKLGDHBK_00635	CDS	246				hypothetical protein
HKLGDHBK_00636	CDS	165				hypothetical protein
HKLGDHBK_00637	CDS	192				hypothetical protein
HKLGDHBK_00638	CDS	228				hypothetical protein
HKLGDHBK_00639	CDS	1851				hypothetical protein
HKLGDHBK_00640	CDS	882				hypothetical protein
HKLGDHBK_00641	CDS	1233				hypothetical protein
HKLGDHBK_00642	CDS	402				hypothetical protein
HKLGDHBK_00643	CDS	564				hypothetical protein
HKLGDHBK_00644	CDS	3024				hypothetical protein
HKLGDHBK_00645	CDS	180				hypothetical protein
HKLGDHBK_00646	CDS	873				hypothetical protein
HKLGDHBK_00647	CDS	1221				hypothetical protein
HKLGDHBK_00648	CDS	231				hypothetical protein
HKLGDHBK_00649	CDS	10194				hypothetical protein
HKLGDHBK_00650	CDS	1254				hypothetical protein
HKLGDHBK_00651	CDS	735	nfrA2	1.5.1.39	COG0778	FMN reductase [NAD(P)H]
HKLGDHBK_00652	CDS	447				hypothetical protein
HKLGDHBK_00653	CDS	534				hypothetical protein
HKLGDHBK_00654	CDS	414	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
HKLGDHBK_00655	CDS	1266				hypothetical protein
HKLGDHBK_00656	CDS	918				hypothetical protein
HKLGDHBK_00657	CDS	1413	dnaA			Chromosomal replication initiator protein DnaA
HKLGDHBK_00658	CDS	504	queE_1	4.3.99.3		7-carboxy-7-deazaguanine synthase
HKLGDHBK_00659	CDS	2235	nrdD	1.1.98.6	COG1328	Anaerobic ribonucleoside-triphosphate reductase
HKLGDHBK_00660	CDS	1647	fumA	4.2.1.2	COG1838	Fumarate hydratase class I, aerobic
HKLGDHBK_00661	CDS	2898				hypothetical protein
HKLGDHBK_00662	CDS	1854				hypothetical protein
HKLGDHBK_00663	CDS	1251	hflX			GTPase HflX
HKLGDHBK_00664	CDS	792	nagB	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase
HKLGDHBK_00665	CDS	966				hypothetical protein
HKLGDHBK_00666	CDS	2007				hypothetical protein
HKLGDHBK_00667	CDS	672	trmO	2.1.1.-	COG1720	tRNA (adenine(37)-N6)-methyltransferase
HKLGDHBK_00668	CDS	540				hypothetical protein
HKLGDHBK_00669	CDS	984				hypothetical protein
HKLGDHBK_00670	CDS	3348				hypothetical protein
HKLGDHBK_00671	CDS	1593				hypothetical protein
HKLGDHBK_00672	CDS	1011				hypothetical protein
HKLGDHBK_00673	CDS	1212				hypothetical protein
HKLGDHBK_00674	CDS	1464				hypothetical protein
HKLGDHBK_00675	CDS	1383				hypothetical protein
HKLGDHBK_00676	CDS	492				hypothetical protein
HKLGDHBK_00677	CDS	2367		3.2.1.21	COG1472	Beta-glucosidase BoGH3B
HKLGDHBK_00678	CDS	2238				hypothetical protein
HKLGDHBK_00679	CDS	990		2.4.1.320	COG2152	1,4-beta-mannosyl-N-acetylglucosamine phosphorylase
HKLGDHBK_00680	CDS	1152				hypothetical protein
HKLGDHBK_00681	CDS	600				hypothetical protein
HKLGDHBK_00682	CDS	2013		3.2.1.22		Retaining alpha-galactosidase
HKLGDHBK_00683	CDS	114				hypothetical protein
HKLGDHBK_00684	CDS	2514	clpB1		COG0542	Chaperone protein ClpB 1
HKLGDHBK_00685	CDS	711				hypothetical protein
HKLGDHBK_00686	CDS	648	rnd	3.1.13.5		Ribonuclease D
HKLGDHBK_00687	CDS	1197	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
HKLGDHBK_00688	CDS	1371	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
HKLGDHBK_00689	CDS	2856	uvrA_1			UvrABC system protein A
HKLGDHBK_00690	CDS	732				hypothetical protein
HKLGDHBK_00691	CDS	1143				hypothetical protein
HKLGDHBK_00692	CDS	744				hypothetical protein
HKLGDHBK_00693	CDS	1542	dtpT		COG3104	Di-/tripeptide transporter
HKLGDHBK_00694	CDS	1449	pepD_2	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
HKLGDHBK_00695	CDS	2286	maeB	1.1.1.40	COG0280	NADP-dependent malic enzyme
HKLGDHBK_00696	CDS	639				hypothetical protein
HKLGDHBK_00697	CDS	2838				hypothetical protein
HKLGDHBK_00698	CDS	1035				hypothetical protein
HKLGDHBK_00699	CDS	645				hypothetical protein
HKLGDHBK_00700	tRNA	76				tRNA-Arg(tct)
HKLGDHBK_00701	CDS	1575				hypothetical protein
HKLGDHBK_00702	CDS	963	ftsY		COG0552	Signal recognition particle receptor FtsY
HKLGDHBK_00703	CDS	1320	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
HKLGDHBK_00704	CDS	294			COG0776	DNA-binding protein HU
HKLGDHBK_00705	CDS	1146	ihfA			Integration host factor subunit alpha
HKLGDHBK_00706	CDS	996				hypothetical protein
HKLGDHBK_00707	CDS	870			COG1721	putative protein
HKLGDHBK_00708	CDS	1062				hypothetical protein
HKLGDHBK_00709	CDS	999				hypothetical protein
HKLGDHBK_00710	CDS	1026				hypothetical protein
HKLGDHBK_00711	CDS	720				hypothetical protein
HKLGDHBK_00712	CDS	2583				hypothetical protein
HKLGDHBK_00713	CDS	699				hypothetical protein
HKLGDHBK_00714	CDS	1239	queA_1	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
HKLGDHBK_00715	CDS	1980	nadE	6.3.5.1	COG0171	Glutamine-dependent NAD(+) synthetase
HKLGDHBK_00716	CDS	642				hypothetical protein
HKLGDHBK_00717	CDS	543	rbr		COG1592	Rubrerythrin
HKLGDHBK_00718	CDS	1281	cls	2.7.8.-		Cardiolipin synthase
HKLGDHBK_00719	CDS	948	kdsD	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
HKLGDHBK_00720	CDS	759	kdsA_2	2.5.1.55	COG2877	2-dehydro-3-deoxyphosphooctonate aldolase
HKLGDHBK_00721	CDS	828	mltF_1			Membrane-bound lytic murein transglycosylase F
HKLGDHBK_00722	CDS	516				hypothetical protein
HKLGDHBK_00723	CDS	1446	dinB	2.7.7.7		DNA polymerase IV
HKLGDHBK_00724	CDS	168				hypothetical protein
HKLGDHBK_00725	CDS	858	rmlD	1.1.1.133		dTDP-4-dehydrorhamnose reductase
HKLGDHBK_00726	CDS	495				hypothetical protein
HKLGDHBK_00727	CDS	678				hypothetical protein
HKLGDHBK_00728	CDS	975	glkA	2.7.1.2		Glucokinase
HKLGDHBK_00729	CDS	2190	hppA1	3.6.1.1	COG3808	Putative K(+)-stimulated pyrophosphate-energized sodium pump
HKLGDHBK_00730	CDS	1170				hypothetical protein
HKLGDHBK_00731	CDS	1590	rlmCD	2.1.1.189	COG2265	23S rRNA (uracil-C(5))-methyltransferase RlmCD
HKLGDHBK_00732	CDS	2721	ppdK	2.7.9.1	COG0574	Pyruvate, phosphate dikinase
HKLGDHBK_00733	CDS	660				hypothetical protein
HKLGDHBK_00734	CDS	333				hypothetical protein
HKLGDHBK_00735	CDS	696				hypothetical protein
HKLGDHBK_00736	CDS	513	dinG	3.6.4.12	COG0847	putative ATP-dependent helicase DinG 
HKLGDHBK_00737	CDS	513				hypothetical protein
HKLGDHBK_00738	CDS	171				hypothetical protein
HKLGDHBK_00739	CDS	1992				hypothetical protein
HKLGDHBK_00740	CDS	2289				hypothetical protein
HKLGDHBK_00741	CDS	309				hypothetical protein
HKLGDHBK_00742	CDS	222				hypothetical protein
HKLGDHBK_00743	CDS	426				hypothetical protein
HKLGDHBK_00744	CDS	561	lemA_1		COG1704	Protein LemA
HKLGDHBK_00745	CDS	951	htpX	3.4.24.-		Protease HtpX
HKLGDHBK_00746	CDS	642				hypothetical protein
HKLGDHBK_00747	tRNA	74				tRNA-Met(cat)
HKLGDHBK_00748	CDS	600				hypothetical protein
HKLGDHBK_00749	CDS	738	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
HKLGDHBK_00750	CDS	714	truC	5.4.99.26	COG0564	tRNA pseudouridine synthase C
HKLGDHBK_00751	CDS	4797				hypothetical protein
HKLGDHBK_00752	CDS	2391	bamA_2			Outer membrane protein assembly factor BamA
HKLGDHBK_00753	CDS	1128	recF		COG1195	DNA replication and repair protein RecF
HKLGDHBK_00754	CDS	291				hypothetical protein
HKLGDHBK_00755	CDS	1371	alsT		COG1115	Amino-acid carrier protein AlsT
HKLGDHBK_00756	CDS	603				hypothetical protein
HKLGDHBK_00757	CDS	669				hypothetical protein
HKLGDHBK_00758	CDS	594				hypothetical protein
HKLGDHBK_00759	CDS	477	ribH	2.5.1.78		6,7-dimethyl-8-ribityllumazine synthase
HKLGDHBK_00760	CDS	708				hypothetical protein
HKLGDHBK_00761	CDS	1431				hypothetical protein
HKLGDHBK_00762	CDS	1038	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
HKLGDHBK_00763	CDS	1314	nhaD		COG1055	Na(+)/H(+) antiporter NhaD
HKLGDHBK_00764	CDS	2949		3.2.1.177	COG1501	Alpha-xylosidase BoGH31A
HKLGDHBK_00765	CDS	2382		3.2.1.23	COG3250	Beta-galactosidase BoGH2A
