locus_tag	ftype	length_bp	gene	EC_number	COG	product
LABOMGJG_00409	CDS	363	arnE_1			4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE
LABOMGJG_00410	CDS	1749				hypothetical protein
LABOMGJG_00411	CDS	795				hypothetical protein
LABOMGJG_00412	CDS	2931				hypothetical protein
LABOMGJG_00413	CDS	954	kdsA_1	2.5.1.55		2-dehydro-3-deoxyphosphooctonate aldolase
LABOMGJG_00414	CDS	450				hypothetical protein
LABOMGJG_00415	CDS	255	xpt_1	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
LABOMGJG_00416	CDS	291	xpt_2	2.4.2.22		Xanthine phosphoribosyltransferase
LABOMGJG_00417	CDS	1044	ltaE	4.1.2.48		Low specificity L-threonine aldolase
LABOMGJG_00418	CDS	510	msrAB			Peptide methionine sulfoxide reductase MsrA/MsrB
LABOMGJG_00419	CDS	438	ohrR			Organic hydroperoxide resistance transcriptional regulator
LABOMGJG_00420	CDS	462				hypothetical protein
LABOMGJG_00421	CDS	564	gpx1	1.11.1.22		Hydroperoxy fatty acid reductase gpx1
LABOMGJG_00422	CDS	891				hypothetical protein
LABOMGJG_00423	CDS	174				hypothetical protein
LABOMGJG_00424	CDS	582				hypothetical protein
LABOMGJG_00425	CDS	456				hypothetical protein
LABOMGJG_00426	tRNA	75				tRNA-Arg(acg)
LABOMGJG_00427	CDS	450	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
LABOMGJG_00428	CDS	471	nadR		COG1056	Bifunctional NAD biosynthesis protein NadR
LABOMGJG_00429	CDS	7518				hypothetical protein
LABOMGJG_00430	CDS	609	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
LABOMGJG_00431	CDS	1011	thiL	2.7.4.16	COG0611	Thiamine-monophosphate kinase
LABOMGJG_00432	CDS	648		3.1.3.45	COG1778	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC
LABOMGJG_00433	CDS	678	bcs1_1			Bifunctional ribulose 5-phosphate reductase/CDP-ribitol pyrophosphorylase Bcs1
LABOMGJG_00434	CDS	1203	mshA_2	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
LABOMGJG_00435	CDS	1008	kdsD	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
LABOMGJG_00436	CDS	1143	yhcG_1	3.1.-.-	COG4804	Putative nuclease YhcG
LABOMGJG_00437	CDS	1374	bcs1_2			Bifunctional ribulose 5-phosphate reductase/CDP-ribitol pyrophosphorylase Bcs1
LABOMGJG_00438	CDS	1176	tarF	2.7.8.45	COG1887	Teichoic acid glycerol-phosphate transferase
LABOMGJG_00439	CDS	891				hypothetical protein
LABOMGJG_00440	CDS	645				hypothetical protein
LABOMGJG_00441	CDS	909				hypothetical protein
LABOMGJG_00442	CDS	2460				hypothetical protein
LABOMGJG_00443	CDS	330	carH			HTH-type transcriptional repressor CarH
LABOMGJG_00444	CDS	1386				hypothetical protein
LABOMGJG_00445	CDS	588				hypothetical protein
LABOMGJG_00446	CDS	828	spo0J		COG1475	Stage 0 sporulation protein J
LABOMGJG_00447	CDS	771	soj	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
LABOMGJG_00448	CDS	993				hypothetical protein
LABOMGJG_00449	CDS	903				hypothetical protein
LABOMGJG_00450	CDS	804	idnO	1.1.1.69		5-keto-D-gluconate 5-reductase
LABOMGJG_00451	CDS	843	kduI	5.3.1.17	COG3717	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase
LABOMGJG_00452	CDS	735				hypothetical protein
LABOMGJG_00453	CDS	1581				hypothetical protein
LABOMGJG_00454	CDS	1656				hypothetical protein
LABOMGJG_00455	CDS	1809	surA_1	5.2.1.8		Chaperone SurA
LABOMGJG_00456	CDS	795				hypothetical protein
LABOMGJG_00457	CDS	96				hypothetical protein
LABOMGJG_00458	CDS	492				hypothetical protein
LABOMGJG_00459	CDS	1794	yidC			Membrane protein insertase YidC
LABOMGJG_00460	CDS	273				hypothetical protein
LABOMGJG_00461	CDS	312				hypothetical protein
LABOMGJG_00462	CDS	261				hypothetical protein
LABOMGJG_00463	CDS	879	deoC	4.1.2.4		Deoxyribose-phosphate aldolase
LABOMGJG_00464	CDS	705	psd_1	4.1.1.65		Phosphatidylserine decarboxylase proenzyme
LABOMGJG_00465	CDS	432				hypothetical protein
LABOMGJG_00466	CDS	537				hypothetical protein
LABOMGJG_00467	CDS	687				hypothetical protein
LABOMGJG_00468	CDS	996				hypothetical protein
LABOMGJG_00469	CDS	1692				hypothetical protein
LABOMGJG_00470	CDS	234				hypothetical protein
LABOMGJG_00471	CDS	1836	mutL		COG0323	DNA mismatch repair protein MutL
LABOMGJG_00472	CDS	831	yfkN		COG0737	Trifunctional nucleotide phosphoesterase protein YfkN
LABOMGJG_00473	CDS	240	acpP_2		COG0236	Acyl carrier protein
LABOMGJG_00474	CDS	1260	fabF_1	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
LABOMGJG_00475	CDS	195				hypothetical protein
LABOMGJG_00476	CDS	1020	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
LABOMGJG_00477	CDS	1239				hypothetical protein
LABOMGJG_00478	CDS	654				hypothetical protein
LABOMGJG_00479	CDS	750				hypothetical protein
LABOMGJG_00480	CDS	363	rnpA	3.1.26.5		Ribonuclease P protein component
LABOMGJG_00481	CDS	231			COG0759	Putative membrane protein insertion efficiency factor
LABOMGJG_00482	CDS	678	trmD	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
LABOMGJG_00483	CDS	897	psuK	2.7.1.83	COG0524	Pseudouridine kinase
LABOMGJG_00484	CDS	915	psuG	4.2.1.70	COG2313	Pseudouridine-5'-phosphate glycosidase
LABOMGJG_00485	CDS	741				hypothetical protein
LABOMGJG_00486	CDS	897	ykfA	3.4.16.-	COG1619	putative murein peptide carboxypeptidase
LABOMGJG_00487	CDS	810	hcaB	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
LABOMGJG_00488	CDS	1185		2.3.1.-		Putative pyridoxal phosphate-dependent acyltransferase
LABOMGJG_00489	CDS	942	mdh	1.1.1.37		Malate dehydrogenase
LABOMGJG_00490	CDS	162				hypothetical protein
LABOMGJG_00491	CDS	4551				hypothetical protein
LABOMGJG_00492	CDS	3924				hypothetical protein
LABOMGJG_00493	CDS	549				hypothetical protein
LABOMGJG_00494	CDS	1590				hypothetical protein
LABOMGJG_00495	CDS	468				hypothetical protein
LABOMGJG_00496	CDS	552				hypothetical protein
LABOMGJG_00497	CDS	399				hypothetical protein
LABOMGJG_00498	CDS	1068				hypothetical protein
LABOMGJG_00499	CDS	702				hypothetical protein
LABOMGJG_00500	CDS	192				hypothetical protein
LABOMGJG_00501	CDS	2514				hypothetical protein
LABOMGJG_00502	CDS	378				hypothetical protein
LABOMGJG_00503	CDS	315				hypothetical protein
LABOMGJG_00504	CDS	267				hypothetical protein
LABOMGJG_00505	CDS	207				hypothetical protein
LABOMGJG_00506	CDS	297				hypothetical protein
LABOMGJG_00507	CDS	141				hypothetical protein
LABOMGJG_00508	CDS	831	yycJ	3.-.-.-	COG1235	Putative metallo-hydrolase YycJ
LABOMGJG_00509	CDS	735	ppm1	2.4.1.-		Polyprenol monophosphomannose synthase
LABOMGJG_00510	CDS	1782	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
LABOMGJG_00511	CDS	2064	clpB			Chaperone protein ClpB
LABOMGJG_00512	CDS	690		3.1.3.-	COG0637	Phosphorylated carbohydrates phosphatase
LABOMGJG_00513	CDS	654	yggS		COG0325	Pyridoxal phosphate homeostasis protein
LABOMGJG_00514	CDS	930				hypothetical protein
LABOMGJG_00515	CDS	864				hypothetical protein
LABOMGJG_00516	CDS	417				hypothetical protein
LABOMGJG_00517	CDS	1470	cda	3.6.3.8		Calcium-transporting ATPase
LABOMGJG_00518	CDS	954				hypothetical protein
LABOMGJG_00519	CDS	642				hypothetical protein
LABOMGJG_00520	CDS	1500	rpoN		COG1508	RNA polymerase sigma-54 factor
LABOMGJG_00521	CDS	1116	wbpE	2.6.1.98	COG0399	UDP-2-acetamido-2-deoxy-3-oxo-D-glucuronate aminotransferase
LABOMGJG_00522	CDS	942				hypothetical protein
LABOMGJG_00523	CDS	384				hypothetical protein
LABOMGJG_00524	CDS	1020				hypothetical protein
LABOMGJG_00525	CDS	393				hypothetical protein
LABOMGJG_00526	CDS	1218	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
LABOMGJG_00527	CDS	333				hypothetical protein
LABOMGJG_00528	CDS	807	bamD_1			Outer membrane protein assembly factor BamD
LABOMGJG_00529	CDS	1050	apbE	2.7.1.180	COG1477	FAD:protein FMN transferase
LABOMGJG_00530	CDS	807				hypothetical protein
LABOMGJG_00531	CDS	909				hypothetical protein
LABOMGJG_00532	CDS	243				hypothetical protein
LABOMGJG_00533	CDS	1362	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
LABOMGJG_00534	CDS	885				hypothetical protein
LABOMGJG_00535	CDS	573	gmk	2.7.4.8	COG0194	Guanylate kinase
LABOMGJG_00536	CDS	579	nadD	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
LABOMGJG_00537	CDS	702	rhaS_1			HTH-type transcriptional activator RhaS
LABOMGJG_00538	CDS	1029				hypothetical protein
LABOMGJG_00539	CDS	1533				hypothetical protein
LABOMGJG_00540	CDS	672	ftsE		COG2884	Cell division ATP-binding protein FtsE
LABOMGJG_00541	CDS	279				hypothetical protein
LABOMGJG_00542	CDS	216				hypothetical protein
LABOMGJG_00543	CDS	243				hypothetical protein
LABOMGJG_00544	CDS	1020	rcsC	2.7.13.3		Sensor histidine kinase RcsC
LABOMGJG_00545	CDS	525				hypothetical protein
LABOMGJG_00546	CDS	579				hypothetical protein
LABOMGJG_00547	CDS	1374	algC	5.4.2.2		Phosphomannomutase/phosphoglucomutase
LABOMGJG_00548	CDS	1110	lpxB	2.4.1.182	COG0763	Lipid-A-disaccharide synthase
LABOMGJG_00549	CDS	279				hypothetical protein
LABOMGJG_00550	CDS	744	surE	3.1.3.5	COG0496	5'-nucleotidase SurE
LABOMGJG_00551	CDS	2814				hypothetical protein
LABOMGJG_00552	CDS	2055	ftsH	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
LABOMGJG_00553	CDS	366	rsfS		COG0799	Ribosomal silencing factor RsfS
LABOMGJG_00554	CDS	996				hypothetical protein
LABOMGJG_00555	CDS	615	udk_1	2.7.1.48	COG0572	Uridine kinase
LABOMGJG_00556	CDS	540				hypothetical protein
LABOMGJG_00557	CDS	567	srpC		COG2059	putative chromate transport protein
LABOMGJG_00558	CDS	1356	ybaL		COG1226	Putative cation/proton antiporter YbaL
LABOMGJG_00559	CDS	387				hypothetical protein
LABOMGJG_00560	CDS	4815				hypothetical protein
LABOMGJG_00561	CDS	1086	mdtA_1			Multidrug resistance protein MdtA
LABOMGJG_00562	CDS	4542	mdtB_1			Multidrug resistance protein MdtB
LABOMGJG_00563	CDS	249				hypothetical protein
LABOMGJG_00564	CDS	876				hypothetical protein
LABOMGJG_00565	CDS	1575				hypothetical protein
LABOMGJG_00566	CDS	1782	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
LABOMGJG_00567	CDS	6048				hypothetical protein
LABOMGJG_00568	CDS	366				hypothetical protein
LABOMGJG_00569	CDS	1671				hypothetical protein
LABOMGJG_00570	CDS	1353				hypothetical protein
LABOMGJG_00571	CDS	612				hypothetical protein
LABOMGJG_00572	CDS	207				hypothetical protein
LABOMGJG_00573	CDS	1050				hypothetical protein
LABOMGJG_00574	CDS	300				hypothetical protein
LABOMGJG_00575	CDS	846				hypothetical protein
LABOMGJG_00576	CDS	3681				hypothetical protein
LABOMGJG_00577	CDS	552				hypothetical protein
LABOMGJG_00578	CDS	1200				hypothetical protein
LABOMGJG_00579	CDS	852				hypothetical protein
LABOMGJG_00580	CDS	366				hypothetical protein
LABOMGJG_00581	CDS	1425				hypothetical protein
LABOMGJG_00582	CDS	231				hypothetical protein
LABOMGJG_00583	CDS	1353				hypothetical protein
LABOMGJG_00584	CDS	993				hypothetical protein
LABOMGJG_00585	CDS	873				hypothetical protein
LABOMGJG_00586	CDS	546				hypothetical protein
LABOMGJG_00587	CDS	477				hypothetical protein
LABOMGJG_00588	CDS	285				hypothetical protein
LABOMGJG_00589	tRNA	72				tRNA-Gly(ccc)
LABOMGJG_00590	CDS	1272				hypothetical protein
LABOMGJG_00591	CDS	1839				hypothetical protein
LABOMGJG_00592	CDS	201				hypothetical protein
LABOMGJG_00593	CDS	1053				hypothetical protein
LABOMGJG_00594	CDS	1590				hypothetical protein
LABOMGJG_00595	CDS	990				hypothetical protein
LABOMGJG_00596	CDS	1086				hypothetical protein
LABOMGJG_00597	CDS	2052	btuB_2			Vitamin B12 transporter BtuB
LABOMGJG_00598	CDS	1491				hypothetical protein
LABOMGJG_00599	CDS	1320				hypothetical protein
LABOMGJG_00600	CDS	2688				hypothetical protein
LABOMGJG_00601	CDS	774				hypothetical protein
LABOMGJG_00602	CDS	840				hypothetical protein
LABOMGJG_00603	CDS	684	wbpB	1.1.1.335	COG0673	UDP-N-acetyl-2-amino-2-deoxy-D-glucuronate oxidase
LABOMGJG_00604	CDS	819				hypothetical protein
LABOMGJG_00605	CDS	942	fcl	1.1.1.271	COG0451	GDP-L-fucose synthase
LABOMGJG_00606	CDS	1131	gmd	4.2.1.47	COG1089	GDP-mannose 4,6-dehydratase
LABOMGJG_00607	CDS	2601	uvrA_1		COG0178	UvrABC system protein A
LABOMGJG_00608	CDS	1866	kefB			Glutathione-regulated potassium-efflux system protein KefB
LABOMGJG_00609	CDS	549				hypothetical protein
LABOMGJG_00610	CDS	1083	tsaD_2	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
LABOMGJG_00611	CDS	1074	patB	4.4.1.8	COG1168	Cystathionine beta-lyase PatB
LABOMGJG_00612	CDS	504				hypothetical protein
LABOMGJG_00613	CDS	912		1.1.1.-		Putative 2-hydroxyacid dehydrogenase
LABOMGJG_00614	CDS	555				hypothetical protein
LABOMGJG_00615	CDS	1221	pepT	3.4.11.4	COG2195	Peptidase T
LABOMGJG_00616	CDS	1086	gcvT	2.1.2.10	COG0404	Aminomethyltransferase
LABOMGJG_00617	CDS	801				hypothetical protein
LABOMGJG_00618	CDS	555				hypothetical protein
LABOMGJG_00619	CDS	993	ddlA	6.3.2.4	COG1181	D-alanine--D-alanine ligase A
LABOMGJG_00620	CDS	159				hypothetical protein
LABOMGJG_00621	CDS	6831				hypothetical protein
LABOMGJG_00622	CDS	1263	mleN		COG1757	Malate-2H(+)/Na(+)-lactate antiporter
LABOMGJG_00623	CDS	198				hypothetical protein
LABOMGJG_00624	CDS	2787				hypothetical protein
LABOMGJG_00625	CDS	4548				hypothetical protein
LABOMGJG_00626	CDS	135				hypothetical protein
LABOMGJG_00627	CDS	1509				hypothetical protein
LABOMGJG_00628	CDS	1929				hypothetical protein
LABOMGJG_00629	CDS	294				hypothetical protein
LABOMGJG_00630	CDS	1257				hypothetical protein
LABOMGJG_00631	CDS	201				hypothetical protein
LABOMGJG_00632	CDS	282				hypothetical protein
LABOMGJG_00633	CDS	249				hypothetical protein
LABOMGJG_00634	CDS	339				hypothetical protein
LABOMGJG_00635	CDS	201				hypothetical protein
LABOMGJG_00636	CDS	378				hypothetical protein
LABOMGJG_00637	CDS	1815	typA		COG1217	GTP-binding protein TypA/BipA
LABOMGJG_00638	CDS	669	tig	5.2.1.8		Trigger factor
LABOMGJG_00639	CDS	312				hypothetical protein
LABOMGJG_00640	CDS	1344	mpl	6.3.2.45	COG0773	UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase
LABOMGJG_00641	CDS	1533	mggB	3.1.3.-	COG0737	Mannosylglucosyl-3-phosphoglycerate phosphatase
LABOMGJG_00642	CDS	429	tadA_1	3.5.4.33		tRNA-specific adenosine deaminase
LABOMGJG_00643	CDS	1611				hypothetical protein
LABOMGJG_00644	CDS	1485	pepD_1	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
LABOMGJG_00645	CDS	1032	ansA	3.5.1.1	COG0252	L-asparaginase 1
LABOMGJG_00646	CDS	672	kdpE		COG0745	Transcriptional regulatory protein KdpE
LABOMGJG_00647	CDS	645	rpe	5.1.3.1	COG0036	Ribulose-phosphate 3-epimerase
LABOMGJG_00648	CDS	1404	comEC		COG0658	ComE operon protein 3
LABOMGJG_00649	CDS	1029				hypothetical protein
LABOMGJG_00650	CDS	6900				hypothetical protein
LABOMGJG_00651	CDS	1191				hypothetical protein
LABOMGJG_00652	CDS	1128	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
LABOMGJG_00653	CDS	156				hypothetical protein
LABOMGJG_00654	CDS	717				hypothetical protein
LABOMGJG_00655	CDS	3018				hypothetical protein
LABOMGJG_00656	CDS	285				hypothetical protein
LABOMGJG_00657	CDS	1074				hypothetical protein
LABOMGJG_00658	CDS	1134	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
LABOMGJG_00659	CDS	345	panD	4.1.1.11	COG0853	Aspartate 1-decarboxylase
LABOMGJG_00660	CDS	7764				hypothetical protein
LABOMGJG_00661	CDS	870				hypothetical protein
LABOMGJG_00662	CDS	366				hypothetical protein
LABOMGJG_00663	CDS	111				hypothetical protein
LABOMGJG_00664	CDS	1485	yteR	3.2.1.172	COG4225	Unsaturated rhamnogalacturonyl hydrolase YteR
LABOMGJG_00665	CDS	483				hypothetical protein
LABOMGJG_00666	CDS	465				hypothetical protein
LABOMGJG_00667	CDS	894				Minor fimbrium subunit Mfa5
LABOMGJG_00668	CDS	1059				hypothetical protein
LABOMGJG_00669	CDS	1035				hypothetical protein
LABOMGJG_00670	tRNA	72				tRNA-Gln(ctg)
LABOMGJG_00671	CDS	687				hypothetical protein
LABOMGJG_00672	CDS	1653	pfp	2.7.1.90	COG0205	Pyrophosphate--fructose 6-phosphate 1-phosphotransferase
LABOMGJG_00673	CDS	153				hypothetical protein
LABOMGJG_00674	CDS	648				hypothetical protein
LABOMGJG_00675	CDS	276				hypothetical protein
LABOMGJG_00676	CDS	240				hypothetical protein
LABOMGJG_00677	CDS	684	mpa			Proteasome-associated ATPase
LABOMGJG_00678	CDS	438				hypothetical protein
LABOMGJG_00679	CDS	981				hypothetical protein
LABOMGJG_00680	CDS	165				hypothetical protein
LABOMGJG_00681	CDS	771				hypothetical protein
LABOMGJG_00682	CDS	1158				hypothetical protein
LABOMGJG_00683	CDS	993				hypothetical protein
LABOMGJG_00684	CDS	135				hypothetical protein
LABOMGJG_00685	CDS	1296				hypothetical protein
LABOMGJG_00686	CDS	1233				hypothetical protein
LABOMGJG_00687	CDS	540				hypothetical protein
LABOMGJG_00688	CDS	795				hypothetical protein
LABOMGJG_00689	CDS	288				hypothetical protein
LABOMGJG_00690	tRNA	74				tRNA-Glu(ctc)
LABOMGJG_00691	CDS	687	ubiE	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
LABOMGJG_00692	CDS	2043	susB	3.2.1.3		Glucan 1,4-alpha-glucosidase SusB
LABOMGJG_00693	CDS	1917	rhaS_2			HTH-type transcriptional activator RhaS
LABOMGJG_00694	CDS	330				hypothetical protein
LABOMGJG_00695	CDS	267				hypothetical protein
LABOMGJG_00696	CDS	198				hypothetical protein
LABOMGJG_00697	CDS	258				hypothetical protein
LABOMGJG_00698	CDS	267				hypothetical protein
LABOMGJG_00699	CDS	537				hypothetical protein
LABOMGJG_00700	CDS	1293				hypothetical protein
LABOMGJG_00701	CDS	687				hypothetical protein
LABOMGJG_00702	CDS	1299	ffh		COG0541	Signal recognition particle protein
LABOMGJG_00703	CDS	390				hypothetical protein
LABOMGJG_00704	CDS	573				hypothetical protein
LABOMGJG_00705	CDS	903	folD		COG0190	Bifunctional protein FolD protein
LABOMGJG_00706	CDS	1101	prfA		COG0216	Peptide chain release factor 1
LABOMGJG_00707	CDS	366				hypothetical protein
LABOMGJG_00708	CDS	741	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
LABOMGJG_00709	CDS	504				hypothetical protein
LABOMGJG_00710	CDS	408				hypothetical protein
LABOMGJG_00711	CDS	1233	lolE_1		COG4591	Lipoprotein-releasing system transmembrane protein LolE
LABOMGJG_00712	CDS	861				hypothetical protein
LABOMGJG_00713	CDS	2652	valS	6.1.1.9		Valine--tRNA ligase
LABOMGJG_00714	CDS	513				hypothetical protein
LABOMGJG_00715	CDS	1137	pdxA2	1.1.1.409	COG1995	D-erythronate 4-phosphate dehydrogenase
LABOMGJG_00716	CDS	2622	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
LABOMGJG_00717	CDS	456				hypothetical protein
LABOMGJG_00718	CDS	1278	guaD	3.5.4.3	COG0402	Guanine deaminase
LABOMGJG_00719	CDS	624	lplJ	6.3.1.20	COG0095	Lipoate-protein ligase LplJ
LABOMGJG_00720	CDS	306				hypothetical protein
LABOMGJG_00721	CDS	1191	aspC	2.6.1.1	COG0436	Aspartate aminotransferase
LABOMGJG_00722	CDS	909				hypothetical protein
LABOMGJG_00723	CDS	1281	pknD	2.7.11.1		Serine/threonine-protein kinase PknD
LABOMGJG_00724	CDS	573				hypothetical protein
LABOMGJG_00725	CDS	744				hypothetical protein
LABOMGJG_00726	CDS	1083				hypothetical protein
LABOMGJG_00727	CDS	1107				hypothetical protein
LABOMGJG_00728	CDS	348				hypothetical protein
LABOMGJG_00729	CDS	168				hypothetical protein
LABOMGJG_00730	CDS	621				hypothetical protein
LABOMGJG_00731	CDS	675				hypothetical protein
LABOMGJG_00732	CDS	375				hypothetical protein
LABOMGJG_00733	CDS	345				hypothetical protein
LABOMGJG_00734	CDS	657				hypothetical protein
LABOMGJG_00735	CDS	888				hypothetical protein
LABOMGJG_00736	CDS	1158				hypothetical protein
LABOMGJG_00737	CDS	1059				hypothetical protein
LABOMGJG_00738	CDS	1101			COG1073	putative protein
LABOMGJG_00739	CDS	246				hypothetical protein
LABOMGJG_00740	CDS	822				hypothetical protein
LABOMGJG_00741	CDS	225				hypothetical protein
LABOMGJG_00742	CDS	492				hypothetical protein
LABOMGJG_00743	CDS	2064				hypothetical protein
LABOMGJG_00744	CDS	552				hypothetical protein
LABOMGJG_00745	CDS	1068				hypothetical protein
LABOMGJG_00746	CDS	1032				hypothetical protein
LABOMGJG_00747	CDS	342				hypothetical protein
LABOMGJG_00748	CDS	420				hypothetical protein
LABOMGJG_00749	CDS	867				hypothetical protein
LABOMGJG_00750	CDS	1659				hypothetical protein
LABOMGJG_00751	CDS	1512				hypothetical protein
LABOMGJG_00752	CDS	1737				hypothetical protein
LABOMGJG_00753	CDS	510				hypothetical protein
LABOMGJG_00754	CDS	1128				hypothetical protein
LABOMGJG_00755	CDS	102				hypothetical protein
LABOMGJG_00756	CDS	534				hypothetical protein
LABOMGJG_00757	CDS	348				hypothetical protein
LABOMGJG_00758	CDS	558	maa	2.3.1.79	COG0110	Maltose O-acetyltransferase
LABOMGJG_00759	CDS	594				hypothetical protein
LABOMGJG_00760	CDS	762				hypothetical protein
LABOMGJG_00761	CDS	324				hypothetical protein
LABOMGJG_00762	CDS	522				hypothetical protein
LABOMGJG_00763	CDS	198				hypothetical protein
LABOMGJG_00764	CDS	471				hypothetical protein
LABOMGJG_00765	CDS	888	cysK	2.5.1.47		Cysteine synthase
LABOMGJG_00766	CDS	501				hypothetical protein
LABOMGJG_00767	CDS	1347				hypothetical protein
LABOMGJG_00768	CDS	1350	pdhD	1.8.1.4		Dihydrolipoyl dehydrogenase
LABOMGJG_00769	CDS	6339				hypothetical protein
LABOMGJG_00770	CDS	732				hypothetical protein
LABOMGJG_00771	CDS	447				hypothetical protein
LABOMGJG_00772	CDS	276				hypothetical protein
LABOMGJG_00773	CDS	351	nreC		COG2197	Oxygen regulatory protein NreC
LABOMGJG_00774	CDS	126				hypothetical protein
LABOMGJG_00775	CDS	216				hypothetical protein
LABOMGJG_00776	CDS	390				hypothetical protein
LABOMGJG_00777	CDS	381	mutT_1	3.6.1.55	COG0494	8-oxo-dGTP diphosphatase
LABOMGJG_00778	CDS	366				hypothetical protein
LABOMGJG_00779	CDS	315				hypothetical protein
LABOMGJG_00780	CDS	465				hypothetical protein
LABOMGJG_00781	CDS	465				hypothetical protein
LABOMGJG_00782	CDS	1026				hypothetical protein
LABOMGJG_00783	CDS	459				hypothetical protein
LABOMGJG_00784	CDS	570				hypothetical protein
LABOMGJG_00785	CDS	429				hypothetical protein
LABOMGJG_00786	CDS	369				hypothetical protein
LABOMGJG_00787	CDS	1191				hypothetical protein
LABOMGJG_00788	CDS	2994				hypothetical protein
LABOMGJG_00789	CDS	1017				hypothetical protein
LABOMGJG_00790	CDS	648				hypothetical protein
LABOMGJG_00791	CDS	1041				hypothetical protein
LABOMGJG_00792	CDS	360				hypothetical protein
LABOMGJG_00793	CDS	462				Acid shock protein
LABOMGJG_00794	CDS	4674				hypothetical protein
LABOMGJG_00795	CDS	3321				hypothetical protein
LABOMGJG_00796	CDS	1761	rhaS_3			HTH-type transcriptional activator RhaS
LABOMGJG_00797	CDS	312				hypothetical protein
LABOMGJG_00798	CDS	360				hypothetical protein
LABOMGJG_00799	CDS	294				hypothetical protein
LABOMGJG_00800	CDS	156				hypothetical protein
LABOMGJG_00801	CDS	597				hypothetical protein
LABOMGJG_00802	CDS	1767				hypothetical protein
LABOMGJG_00803	CDS	399				hypothetical protein
LABOMGJG_00804	CDS	2010				hypothetical protein
LABOMGJG_00805	CDS	2928	bamD_2			Outer membrane protein assembly factor BamD
LABOMGJG_00806	CDS	1245	potD		COG0687	Spermidine/putrescine-binding periplasmic protein
LABOMGJG_00807	CDS	1347				hypothetical protein
LABOMGJG_00808	CDS	798	potH		COG1176	Putrescine transport system permease protein PotH
LABOMGJG_00809	CDS	1470	btuD_1	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
LABOMGJG_00810	CDS	1302				hypothetical protein
LABOMGJG_00811	CDS	1005	lpxD	2.3.1.-		UDP-3-O-acylglucosamine N-acyltransferase
LABOMGJG_00812	CDS	903	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
LABOMGJG_00813	CDS	771	lpxA	2.3.1.129	COG1043	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
LABOMGJG_00814	CDS	435				hypothetical protein
LABOMGJG_00815	CDS	1737	glnS	6.1.1.18	COG0008	Glutamine--tRNA ligase
LABOMGJG_00816	CDS	582				hypothetical protein
LABOMGJG_00817	CDS	105				hypothetical protein
LABOMGJG_00818	CDS	375	gcvH		COG0509	Glycine cleavage system H protein
LABOMGJG_00819	CDS	1611				hypothetical protein
LABOMGJG_00820	CDS	750	folP_1	2.5.1.15	COG0294	Dihydropteroate synthase
LABOMGJG_00821	CDS	780	cdaA	2.7.7.85	COG1624	Cyclic di-AMP synthase CdaA
LABOMGJG_00822	CDS	1080				hypothetical protein
LABOMGJG_00823	CDS	2076	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
LABOMGJG_00824	tRNA	75				tRNA-Met(cat)
LABOMGJG_00825	CDS	948	udk_2	2.7.1.48		Uridine kinase
LABOMGJG_00826	CDS	2010	priA	3.6.4.-		primosomal protein N'
LABOMGJG_00827	CDS	597	tdk	2.7.1.21	COG1435	Thymidine kinase
LABOMGJG_00828	CDS	405				hypothetical protein
LABOMGJG_00829	CDS	582	cmk	2.7.4.25		Cytidylate kinase
